,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Annees,mois,trimestre,Marge_relative,Taux_profit_estime,Quantity,Ratio_Qte_Sales,délais livraison
6540,6541,US-2018-107888,2018-11-16,2018-11-19,first class,CC-12220,chris cortes,consumer,united states,seattle,washington,98103,west,OFF-PA-10001363,office supplies,paper,xerox 1933,73.68,2018,11,4,0.25,4.0566129930914224e-05,1,0.013572204125950053,3 days
6542,6543,US-2018-107888,2018-11-16,2018-11-19,first class,CC-12220,chris cortes,consumer,united states,seattle,washington,98103,west,TEC-PH-10003171,technology,phones,plantronics encore h101 dual earpieces headset,107.88,2018,11,4,0.14457831325301204,5.939568535487278e-05,1,0.009269558769002597,3 days
6543,6544,US-2018-107888,2018-11-16,2018-11-19,first class,CC-12220,chris cortes,consumer,united states,seattle,washington,98103,west,OFF-ST-10003123,office supplies,storage,fellowes bases and tops for staxonsteel/high-stak systems,33.29,2018,11,4,0.03875968992248062,1.832853508957837e-05,1,0.030039050765995796,3 days
6545,6546,US-2018-154872,2018-05-14,2018-05-18,standard class,DP-13000,darren powers,consumer,united states,cleveland,ohio,44105,east,OFF-LA-10000973,office supplies,labels,avery 502,5.04,2018,5,2,0.2857142857142857,2.774881851951787e-06,1,0.1984126984126984,4 days
6546,6547,US-2018-154872,2018-05-14,2018-05-18,standard class,DP-13000,darren powers,consumer,united states,cleveland,ohio,44105,east,OFF-PA-10000483,office supplies,paper,xerox 19,24.784,2018,5,2,0.05970149253731343,1.3645371392613709e-05,1,0.040348612007746934,4 days
6550,6551,CA-2016-126739,2016-11-01,2016-11-03,second class,JH-16180,justin hirsh,consumer,united states,new york city,new york,10035,east,FUR-CH-10000422,furniture,chairs,global highback leather tilter in burgundy,327.564,2016,11,4,0.12371134020618557,0.00018034749979220938,1,0.00305283852926451,2 days
6551,6552,CA-2018-161578,2018-12-16,2018-12-21,second class,RB-19465,rick bensley,home office,united states,los angeles,california,90036,west,OFF-PA-10002986,office supplies,paper,xerox 1898,13.36,2018,12,4,0.047619047619047616,7.355639194856325e-06,1,0.07485029940119761,5 days
6553,6554,CA-2015-137092,2015-10-20,2015-10-22,second class,LS-16975,lindsay shagiari,home office,united states,chicago,illinois,60653,central,TEC-AC-10001606,technology,accessories,logitech wireless performance mouse mx for pc and mac,319.968,2015,10,4,0.17777777777777778,0.0001761653564296249,1,0.003125312531253125,2 days
6555,6556,CA-2015-137092,2015-10-20,2015-10-22,second class,LS-16975,lindsay shagiari,home office,united states,chicago,illinois,60653,central,OFF-PA-10002109,office supplies,paper,wirebound voice message log book,3.808,2015,10,4,0.25,2.0965773992524614e-06,1,0.26260504201680673,2 days
6556,6557,CA-2015-137092,2015-10-20,2015-10-22,second class,LS-16975,lindsay shagiari,home office,united states,chicago,illinois,60653,central,OFF-BI-10000632,office supplies,binders,satellite sectional post binders,8.682,2015,10,4,0.007117437722419929,4.780064333064567e-06,1,0.1151808339092375,2 days
6559,6560,CA-2017-160941,2017-07-21,2017-07-26,standard class,DK-12835,damala kotsonis,corporate,united states,roseville,california,95661,west,OFF-EN-10003001,office supplies,envelopes,ames color-file green diamond border x-ray mailers,419.9,2017,7,3,0.30864197530864196,0.00023118509714971337,1,0.0023815194093831865,5 days
6560,6561,CA-2017-160941,2017-07-21,2017-07-26,standard class,DK-12835,damala kotsonis,corporate,united states,roseville,california,95661,west,OFF-LA-10003766,office supplies,labels,self-adhesive removable labels,3.15,2017,7,3,0.04,1.7343011574698669e-06,1,0.31746031746031744,5 days
6561,6562,CA-2018-144680,2018-03-31,2018-04-02,first class,SC-20260,scott cohen,corporate,united states,arlington,texas,76017,central,OFF-AP-10003040,office supplies,appliances,fellowes 8 outlet superior workstation surge protector w/o phone/fax/modem protection,33.62,2018,3,1,0.050505050505050504,1.8510223782265692e-05,1,0.0297441998810232,2 days
6563,6564,CA-2015-166086,2015-05-07,2015-05-12,standard class,CT-11995,carol triggs,consumer,united states,lawrence,massachusetts,1841,east,FUR-TA-10003469,furniture,tables,balt split level computer training table,194.25,2015,5,2,0.18666666666666668,0.00010694857137730847,1,0.005148005148005148,5 days
6564,6565,CA-2015-166086,2015-05-07,2015-05-12,standard class,CT-11995,carol triggs,consumer,united states,lawrence,massachusetts,1841,east,OFF-AR-10002578,office supplies,art,newell 335,8.64,2015,5,2,0.25,4.756940317631636e-06,1,0.11574074074074073,5 days
6566,6567,CA-2018-131282,2018-02-05,2018-02-08,second class,CB-12025,cassandra brandow,consumer,united states,waco,texas,76706,central,OFF-BI-10004632,office supplies,binders,ibico hi-tech manual binding system,243.992,2018,2,1,0.04407693990508334,0.00013433511365504373,1,0.00409849503262402,3 days
6567,6568,CA-2018-131282,2018-02-05,2018-02-08,second class,CB-12025,cassandra brandow,consumer,united states,waco,texas,76706,central,OFF-AR-10003087,office supplies,art,staples in misc. colors,7.12,2018,2,1,0.2857142857142857,3.920071187677922e-06,1,0.1404494382022472,3 days
6568,6569,CA-2015-100678,2015-04-18,2015-04-22,standard class,KM-16720,kunst miller,consumer,united states,houston,texas,77095,central,OFF-AR-10001868,office supplies,art,prang dustless chalk sticks,2.688,2015,4,2,0.06896551724137931,1.47993698770762e-06,1,0.3720238095238095,4 days
6569,6570,CA-2015-100678,2015-04-18,2015-04-22,standard class,KM-16720,kunst miller,consumer,united states,houston,texas,77095,central,FUR-CH-10002602,furniture,chairs,dmi arturo collection mission-style design wood chair,317.058,2015,4,2,0.06862745098039216,0.00017456319250320034,1,0.0031539970604747398,4 days
6570,6571,CA-2015-100678,2015-04-18,2015-04-22,standard class,KM-16720,kunst miller,consumer,united states,houston,texas,77095,central,OFF-EN-10000056,office supplies,envelopes,cameo buff policy envelopes,149.352,2015,4,2,0.10256410256410256,8.222899887950464e-05,1,0.006695591622475762,4 days
6571,6572,CA-2015-100678,2015-04-18,2015-04-22,standard class,KM-16720,kunst miller,consumer,united states,houston,texas,77095,central,TEC-AC-10000474,technology,accessories,kensington expert mouse optical usb trackball for pc or mac,227.976,2015,4,2,0.1348314606741573,0.0001255171557699525,1,0.00438642664140085,4 days
6572,6573,CA-2017-161543,2017-05-10,2017-05-16,standard class,RD-19720,roger demir,consumer,united states,seattle,washington,98105,west,OFF-PA-10003971,office supplies,paper,xerox 1965,11.96,2017,5,2,0.2127659574468085,6.584838680425273e-06,1,0.08361204013377926,6 days
6574,6575,CA-2017-160535,2017-11-25,2017-11-30,standard class,BP-11050,barry pond,corporate,united states,plainfield,new jersey,7060,east,TEC-MA-10004255,technology,machines,konica minolta magicolor 1690mf multifunction printer,319.92,2017,11,4,1.0,0.00017613892898341583,1,0.00312578144536134,5 days
6576,6577,CA-2018-123085,2018-03-03,2018-03-08,standard class,EJ-13720,ed jacobs,consumer,united states,los angeles,california,90008,west,FUR-CH-10003968,furniture,chairs,novimex turbo task chair,170.352,2018,3,1,0.12698412698412698,9.37910065959704e-05,1,0.005870198177890485,5 days
6577,6578,CA-2016-153752,2016-12-06,2016-12-11,second class,RO-19780,rose o'brian,consumer,united states,arlington,virginia,22204,south,TEC-PH-10001615,technology,phones,at&t cl82213,173.94,2016,12,4,0.3614457831325301,9.576645820009799e-05,1,0.0057491088881223415,5 days
6579,6580,CA-2017-169887,2017-10-22,2017-10-22,same day,MS-17530,marybeth skach,consumer,united states,seattle,washington,98105,west,OFF-PA-10003001,office supplies,paper,xerox 1986,6.68,2017,10,4,0.078125,3.6778195974281625e-06,1,0.14970059880239522,0 days
6580,6581,CA-2017-169887,2017-10-22,2017-10-22,same day,MS-17530,marybeth skach,consumer,united states,seattle,washington,98105,west,OFF-AR-10002766,office supplies,art,prang drawing pencil set,8.34,2017,10,4,0.1485148514851485,4.591768778824981e-06,1,0.11990407673860912,0 days
6582,6583,CA-2017-148516,2017-08-07,2017-08-11,standard class,DW-13585,dorothy wardle,corporate,united states,edmonds,washington,98026,west,TEC-AC-10003610,technology,accessories,logitech illuminated - keyboard,179.97,2017,8,3,0.15789473684210528,9.908640613011174e-05,1,0.005556481635828193,4 days
6583,6584,CA-2018-104731,2018-07-21,2018-07-27,standard class,AM-10705,anne mcfarland,consumer,united states,salem,virginia,24153,south,OFF-AR-10003727,office supplies,art,berol giant pencil sharpener,101.94,2018,7,3,0.39999999999999997,5.612528888650103e-05,1,0.009809691975671964,6 days
6584,6585,CA-2018-104731,2018-07-21,2018-07-27,standard class,AM-10705,anne mcfarland,consumer,united states,salem,virginia,24153,south,TEC-PH-10002660,technology,phones,nortel networks t7316 e nt8 b27,271.96,2018,7,3,0.14492753623188406,0.00014973350564619206,1,0.003677011325194882,6 days
6585,6586,CA-2018-104731,2018-07-21,2018-07-27,standard class,AM-10705,anne mcfarland,consumer,united states,salem,virginia,24153,south,FUR-FU-10003274,furniture,furnishings,regeneration desk collection,8.8,2018,7,3,0.24509803921568626,4.845031804995184e-06,1,0.11363636363636363,6 days
6586,6587,CA-2018-104731,2018-07-21,2018-07-27,standard class,AM-10705,anne mcfarland,consumer,united states,salem,virginia,24153,south,OFF-AR-10003829,office supplies,art,newell 35,19.68,2018,7,3,0.2112676056338028,1.0835252945716502e-05,1,0.0508130081300813,6 days
6588,6589,CA-2018-104731,2018-07-21,2018-07-27,standard class,AM-10705,anne mcfarland,consumer,united states,salem,virginia,24153,south,OFF-BI-10003355,office supplies,binders,cardinal holdit business card pockets,14.94,2018,7,3,0.17045454545454547,8.225542632571369e-06,1,0.06693440428380187,6 days
6589,6590,CA-2018-104731,2018-07-21,2018-07-27,standard class,AM-10705,anne mcfarland,consumer,united states,salem,virginia,24153,south,OFF-SU-10003505,office supplies,supplies,premier electric letter opener,231.72,2018,7,3,0.08771929824561404,0.00012757849657425954,1,0.004315553253927153,6 days
6590,6591,CA-2015-164749,2015-03-23,2015-03-26,first class,BG-11740,bruce geld,consumer,united states,delray beach,florida,33445,south,OFF-LA-10004484,office supplies,labels,avery 476,9.912,2015,3,1,0.08219178082191782,5.457267642171849e-06,1,0.10088781275221953,3 days
6591,6592,CA-2016-103716,2016-04-30,2016-05-06,standard class,KB-16585,ken black,corporate,united states,san francisco,california,94110,west,OFF-AR-10000658,office supplies,art,newell 324,34.65,2016,4,2,0.15151515151515152,1.9077312732168538e-05,1,0.02886002886002886,6 days
6592,6593,CA-2016-103716,2016-04-30,2016-05-06,standard class,KB-16585,ken black,corporate,united states,san francisco,california,94110,west,TEC-PH-10000347,technology,phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,19.8,2016,4,2,0.30303030303030304,1.0901321561239165e-05,1,0.050505050505050504,6 days
6593,6594,CA-2017-126795,2017-06-13,2017-06-16,second class,GT-14710,greg tran,consumer,united states,new york city,new york,10024,east,OFF-BI-10001989,office supplies,binders,premium transparent presentation covers by gbc,33.568,2017,6,2,0.04456824512534818,1.8481594048872537e-05,1,0.02979027645376549,3 days
6594,6595,CA-2016-146290,2016-05-04,2016-05-11,standard class,SV-20815,stuart van,corporate,united states,indianapolis,indiana,46203,central,OFF-AR-10001897,office supplies,art,model l table or wall-mount pencil sharpener,125.93,2016,5,2,0.3125,6.933350627307313e-05,1,0.007940919558484872,7 days
6595,6596,CA-2018-157112,2018-04-23,2018-04-26,first class,GG-14650,greg guthrie,corporate,united states,columbus,ohio,43229,east,OFF-BI-10000285,office supplies,binders,xtralife clearvue slant-d ring binders by cardinal,11.76,2018,4,2,0.16129032258064516,6.474724321220836e-06,1,0.08503401360544217,3 days
6596,6597,CA-2018-157112,2018-04-23,2018-04-26,first class,GG-14650,greg guthrie,corporate,united states,columbus,ohio,43229,east,OFF-PA-10001804,office supplies,paper,xerox 195,5.344,2018,4,2,0.032520325203252036,2.9422556779425302e-06,1,0.187125748502994,3 days
6597,6598,CA-2015-169257,2015-06-06,2015-06-12,standard class,SV-20785,stewart visinsky,consumer,united states,jacksonville,florida,32216,south,OFF-BI-10002557,office supplies,binders,presstex flexible ring binders,1.365,2015,6,2,0.014705882352941178,7.515305015702756e-07,1,0.7326007326007326,6 days
6598,6599,CA-2015-169257,2015-06-06,2015-06-12,standard class,SV-20785,stewart visinsky,consumer,united states,jacksonville,florida,32216,south,OFF-PA-10002319,office supplies,paper,xerox 1944,62.016,2015,6,2,0.1081081081081081,3.414426050211152e-05,1,0.016124871001031993,6 days
6600,6601,CA-2015-154095,2015-12-02,2015-12-07,standard class,ON-18715,odella nelson,corporate,united states,clinton,maryland,20735,east,OFF-PA-10002923,office supplies,paper,xerox 1942,146.82,2015,12,4,0.2459016393442623,8.083495109197646e-05,1,0.006811061163329247,5 days
6602,6603,CA-2015-154095,2015-12-02,2015-12-07,standard class,ON-18715,odella nelson,corporate,united states,clinton,maryland,20735,east,OFF-LA-10000634,office supplies,labels,avery 509,15.66,2015,12,4,0.48387096774193544,8.621954325707339e-06,1,0.06385696040868455,5 days
6603,6604,CA-2018-146346,2018-06-17,2018-06-20,first class,RA-19945,ryan akin,consumer,united states,commerce city,colorado,80022,west,OFF-ST-10001418,office supplies,storage,carina media storage towers in natural & black,146.352,2018,6,2,0.13636363636363635,8.057728349143809e-05,1,0.006832841368754783,3 days
6605,6606,CA-2017-148852,2017-05-26,2017-05-31,standard class,SV-20785,stewart visinsky,consumer,united states,santa ana,california,92704,west,OFF-PA-10001293,office supplies,paper,xerox 1946,45.36,2017,5,2,0.5737704918032787,2.4973936667566083e-05,1,0.02204585537918871,5 days
6606,6607,CA-2017-148852,2017-05-26,2017-05-31,standard class,SV-20785,stewart visinsky,consumer,united states,santa ana,california,92704,west,TEC-PH-10003885,technology,phones,cisco spa508g,211.168,2017,5,2,0.2318840579710145,0.0001162631450224117,1,0.004735565994847704,5 days
6607,6608,CA-2017-148852,2017-05-26,2017-05-31,standard class,SV-20785,stewart visinsky,consumer,united states,santa ana,california,92704,west,FUR-CH-10004860,furniture,chairs,global low back tilter chair,484.704,2017,5,2,0.2774566473988439,0.00026686435181913476,1,0.0020631148082128473,5 days
6608,6609,CA-2017-148852,2017-05-26,2017-05-31,standard class,SV-20785,stewart visinsky,consumer,united states,santa ana,california,92704,west,TEC-MA-10002428,technology,machines,fellowes powershred hs-440 4-sheet high security shredder,371.976,2017,5,2,0.14634146341463414,0.00020479949439714643,1,0.002688345484654924,5 days
6609,6610,US-2016-118906,2016-03-10,2016-03-10,same day,KB-16585,ken black,corporate,united states,clinton,maryland,20735,east,OFF-ST-10002406,office supplies,storage,pizazz global quick file,89.82,2016,3,1,0.25423728813559315,4.9452358718712205e-05,1,0.011133377866844802,0 days
6611,6612,CA-2016-107678,2016-04-21,2016-04-28,standard class,JK-16090,juliana krohn,consumer,united states,louisville,kentucky,40214,south,FUR-CH-10001891,furniture,chairs,global deluxe office fabric chairs,191.96,2016,4,2,0.13513513513513514,0.00010568776196441767,1,0.005209418628881017,7 days
6613,6614,CA-2016-107678,2016-04-21,2016-04-28,standard class,JK-16090,juliana krohn,consumer,united states,louisville,kentucky,40214,south,TEC-PH-10002103,technology,phones,jabra speak 410,469.95,2016,4,2,0.1488095238095238,0.0002587412155406235,1,0.0021278859453133315,7 days
6616,6617,CA-2017-123512,2017-06-17,2017-06-19,first class,MV-18190,mike vittorini,consumer,united states,los angeles,california,90045,west,OFF-LA-10000081,office supplies,labels,avery 496,22.5,2017,6,2,0.44776119402985076,1.238786541049905e-05,1,0.044444444444444446,2 days
6617,6618,CA-2017-123512,2017-06-17,2017-06-19,first class,MV-18190,mike vittorini,consumer,united states,los angeles,california,90045,west,OFF-PA-10001497,office supplies,paper,xerox 1914,219.84,2017,6,2,0.22988505747126434,0.00012103770363751605,1,0.004548762736535662,2 days
6618,6619,US-2018-167402,2018-01-13,2018-01-18,second class,CP-12085,cathy prescott,corporate,united states,springfield,missouri,65807,central,OFF-PA-10004983,office supplies,paper,xerox 23,32.4,2018,1,1,0.2403846153846154,1.7838526191118632e-05,1,0.0308641975308642,5 days
6619,6620,US-2018-167402,2018-01-13,2018-01-18,second class,CP-12085,cathy prescott,corporate,united states,springfield,missouri,65807,central,OFF-AR-10004010,office supplies,art,hunt boston vacuum mount ks pencil sharpener,209.94,2018,1,1,0.3125,0.00011558704285689647,1,0.004763265694960465,5 days
